LON,LAT,NUMBER,STREET
-135.0756304,58.840707,,
-135.1396227,58.8669032,,
-135.1398201,58.8679713,,
-135.1405395,58.865465,,
-135.1384514,58.8670065,,No Site Address Information
-135.1389441,58.8680373,,No Site Address Information
-135.1391497,58.8654323,,No Site Address Information
-135.0918892,58.8662871,,
-134.4904508,58.3449641,4500,Hillcrest Ave
-134.4921498,58.3450137,4501,Abby Way
-134.4923341,58.3447288,4497,Abby Way
-134.4923287,58.3445086,4493,Abby Way
-134.4923181,58.3439924,4485,Abby Way
-134.4923237,58.3442662,4489,Abby Way
-134.4912537,58.3449663,4504,Abby Way
-134.4923178,58.3434541,4477,Abby Way
-134.4923119,58.3437164,4481,Abby Way
-134.4904501,58.3447149,4496,Hillcrest Ave
-134.491113,58.3447135,4500,Abby Way
-134.4904521,58.3444476,,
-134.4909954,58.3443361,1406,Side Ct
-134.4914431,58.3444469,1402,Side Ct
-134.4909954,58.3439392,1405,Side Ct
-134.491445,58.3438156,4482,Abby Way
-134.4944311,58.3443947,4660,Glacier Hwy
-134.4940782,58.346008,4770,Glacier Hwy
-134.488073,58.3469285,4506,Hillcrest Ave
-134.4933568,58.3456134,4670,Glacier Hwy
-134.4944444,58.3447771,4664,Glacier Hwy
-134.4934429,58.3438179,4600,Glacier Hwy
-134.4938382,58.346443,4815,Glacier Hwy
-134.4927326,58.346246,4825,Glacier Hwy
-134.4935058,58.3447523,4670,Glacier Hwy
-134.510721,58.3611943,1800,Northwood Dr
-134.5114854,58.3618346,1800,Northwood Dr
-134.5127193,58.360897,,
-134.5098811,58.3612342,1800,Northwood Dr
-134.5084122,58.360885,,
-134.5099542,58.3619439,1800,Northwood Dr
-134.5129282,58.361266,6590,Glacier Hwy
-134.5148921,58.3630304,,
-134.5204428,58.3627026,,
-134.5156616,58.3622231,,
-134.3938618,58.274484,732,5th St
-134.3941414,58.2746281,740,5th St
-134.4438313,58.3126928,1547,Glacier Hwy
-134.5130295,58.363849,1651,Renninger St
-134.6315206,58.3935721,11790,Mendenhall Loop Rd
-134.6304751,58.3932662,11750,Mendenhall Loop Rd
-134.6280191,58.3944074,11682,Auke St
-134.6259994,58.3947621,11670,Auke St
-134.6244059,58.3950223,11460,Jo Anne Way
-134.6249775,58.3959349,11450,Jo Anne Way
-134.6234163,58.3951455,11457,Jo Anne Way
-134.6282561,58.393737,11588,Mendenhall Loop Rd
-134.628602,58.3943066,11686,Auke St
-134.6157895,58.3929456,11025,Mendenhall Loop Rd
-134.5864146,58.4039787,5040,Tamarack Ct
-134.585917,58.4042355,5050,Tamarack Ct
-134.5940391,58.3809254,,Rivercourt Way
-134.4746974,58.3186287,5655,N Douglas Hwy
-134.4774504,58.3192263,5775,N Douglas Hwy
-134.4766804,58.3190107,,
-134.4780482,58.3195868,5825,N Douglas Hwy
-134.4788068,58.3198462,5855,N Douglas Hwy
-134.4794514,58.3201682,,
-134.4798868,58.3205344,5895,N Douglas Hwy
-134.4809514,58.3213176,5959,N Douglas Hwy
-134.4806861,58.3208431,5957,N Douglas Hwy
-134.4763999,58.3129328,,
-134.4744471,58.318314,,N Douglas Hwy
-134.474236,58.3177254,5651,N Douglas Hwy
-134.4761127,58.3187017,5665,N Douglas Hwy
-134.4756243,58.3180917,5675,N Douglas Hwy
-134.4735259,58.3173309,5547,N Douglas Hwy
-134.4727952,58.3169636,5545,N Douglas Hwy
-134.4720721,58.3165815,5525,N Douglas Hwy
-134.4713369,58.3162551,5475,N Douglas Hwy
-134.4696745,58.3153957,5383,N Douglas Hwy
-134.4693802,58.3160473,5405,N Douglas Hwy
-134.4706247,58.3157758,,N Douglas Hwy
-134.5802206,58.3615898,2055,Jordan Ave
-134.5803362,58.3607989,,
-134.5821451,58.3606778,1873,Shell Simmons Dr
-134.5813157,58.3610044,,
-134.5809643,58.3620996,9085,Glacier Hwy
-134.579946,58.3600929,,
-134.5798157,58.3599942,,
-134.5801873,58.3606041,,
-134.5801875,58.3605086,,
-134.5801898,58.3604078,,
-134.5801819,58.3603078,,
-134.5800761,58.3602013,,
-134.5124701,58.3631695,1598,Renninger St
-134.5114689,58.3632396,1598,Renninger St
-134.5092639,58.36345,1598,Renninger St
-134.5088402,58.3626263,1598,Renninger St
-134.5112354,58.3623717,1598,Renninger St
-134.5121918,58.3623145,1598,Renninger St
-134.5802277,58.3612955,2035,Jordan Ave
-134.5610257,58.3555952,1650,Maplesden Way
-134.5602748,58.3554907,1650,Maplesden Way
-134.5595247,58.3553836,1650,Maplesden Way
-134.558775,58.3552799,1650,Maplesden Way
-134.5580257,58.3551764,1650,Maplesden Way
-134.5597229,58.3550334,1873,Shell Simmons Dr
-134.5605661,58.3547544,1873,Shell Simmons Dr
-134.3860465,58.2871417,125,Mill St
-134.643822,58.3520629,1280,Fritz Cove Rd
-134.6443096,58.3519449,1270,Fritz Cove Rd
-134.6445962,58.3522013,1280,Fritz Cove Rd
-134.6443883,58.3522012,1280,Fritz Cove Rd
-134.6439248,58.3523431,1310,Fritz Cove Rd
-134.6427238,58.3513402,1255,Fritz Cove Rd
-134.6427161,58.3516252,1267,Fritz Cove Rd
-134.643928,58.3510506,1220,Fritz Cove Rd
-134.6439277,58.3507671,1200,Fritz Cove Rd
-134.6439122,58.3505217,1180,Fritz Cove Rd
-134.6427323,58.3510548,1223,Fritz Cove Rd
-134.6439295,58.3513344,1240,Fritz Cove Rd
-134.6439292,58.3516222,1260,Fritz Cove Rd
-134.6426246,58.3526343,1335,Fritz Cove Rd
-134.6426474,58.3530077,1345,Fritz Cove Rd
-134.6426045,58.3534067,1395,Fritz Cove Rd
-134.6439543,58.3526903,1340,Fritz Cove Rd
-134.6439855,58.3530516,1350,Fritz Cove Rd
-134.6439471,58.3533829,1370,Fritz Cove Rd
-134.6438725,58.353695,1380,Fritz Cove Rd
-134.6438281,58.3538815,1390,Fritz Cove Rd
-134.643208,58.3547203,1470,Fritz Cove Rd
-134.64305,58.3549939,1480,Fritz Cove Rd
-134.6433887,58.3544366,1450,Fritz Cove Rd
-134.6436862,58.3541096,,
-134.6427696,58.3552851,,
-134.6429963,58.3560095,1666,Fritz Cove Rd
-134.642613,58.3556959,1640,Fritz Cove Rd
-134.6523229,58.3508184,10518,Fox Farm Trl
-134.6525238,58.3502977,10507,Fox Farm Trl
-134.6521967,58.3499787,10497,Fox Farm Trl
-134.6520135,58.3498107,,
-134.6517564,58.3496757,10487,Fox Farm Trl
-134.6512982,58.349453,10477,Fox Farm Trl
-134.6509146,58.3492367,10467,Fox Farm Trl
-134.6505465,58.3490247,10457,Fox Farm Trl
-134.6515178,58.3504576,,
-134.6482427,58.3487654,10437,Fox Farm Trl
-134.6467681,58.3489379,10417,Fox Farm Trl
-134.646066,58.3488245,10407,Fox Farm Trl
-134.6446322,58.3492172,,
-134.6490606,58.3487733,1015,Otter Run
-134.6491718,58.3479038,980,Otter Run
-134.6489208,58.3484263,995,Otter Run
-134.6499372,58.3479634,990,Otter Run
-134.6504134,58.3487678,1020,Otter Run
-134.6502747,58.3484211,1010,Otter Run
-134.6475136,58.3489236,10427,Fox Farm Trl
-134.6509587,58.350182,,
-134.6506087,58.3501353,,
-134.6487873,58.3494493,10448,Fox Farm Trl
-134.6502416,58.3500795,10478,Fox Farm Trl
-134.649404,58.3499457,10468,Fox Farm Trl
-134.6478838,58.34976,10428,Fox Farm Trl
-134.6475338,58.3501603,1078,Reischl Way
-134.6486064,58.3504261,,
-134.6482061,58.350764,1110,Reischl Way
-134.6498996,58.3512476,,No Site Address Information
-134.6480353,58.3512851,1120,Reischl Way
-134.6467539,58.3509829,1111,Reischl Way
-134.6462706,58.3496697,10408,Fox Farm Trl
-134.6461457,58.3506611,1101,Reischl Way
-134.648101,58.3517936,1122,Reischl Way
-134.6478948,58.3521681,1124,Reischl Way
-134.6468012,58.3527611,1130,Reischl Way
-134.6473876,58.3525016,1128,Reischl Way
-134.6463708,58.3530162,1140,Reischl Way
-134.6459863,58.3532467,,
-134.6453966,58.3494752,,
-134.645788,58.3502666,1091,Reischl Way
-134.6447396,58.3498027,1090,Fritz Cove Rd
-134.6440376,58.3501137,1170,Fritz Cove Rd
-134.6426369,58.3523459,,
-134.6427062,58.3520019,1285,Fritz Cove Rd
-134.6429049,58.3502677,1185,Fritz Cove Rd
-134.6456629,58.34822,,
-134.6454146,58.3479829,1010,Fritz Cove Rd
-134.645532,58.3484614,1040,Fritz Cove Rd
-134.6452621,58.3487563,10401,Fox Farm Trl
-134.6436864,58.3484153,1051,Fritz Cove Rd
-134.6446208,58.3480012,,
-134.643147,58.3467689,,
-134.6430924,58.346427,925,Fritz Cove Rd
-134.6438103,58.3481288,,
-134.6437102,58.3479229,1015,Fritz Cove Rd
-134.642741,58.3507705,1219,Fritz Cove Rd
-134.642604,58.3497026,,
-134.6423676,58.3503681,,
-134.6429142,58.3491922,1095,Fritz Cove Rd
-134.6433012,58.348814,1075,Fritz Cove Rd
-134.64097,58.3544557,1401,Fritz Cove Rd
-134.6403326,58.3549099,,
-134.6425278,58.3537863,1399,Fritz Cove Rd
-134.6414411,58.3548255,1441,Fritz Cove Rd
-134.6415549,58.3552599,1625,Fritz Cove Rd
-134.6167222,58.3707925,2767,Sherwood Ln
-134.6454686,58.3828984,11415,Glacier Hwy
-134.579879,58.3662543,2367,Jordan Ave
-134.5789874,58.3662847,2359,Jordan Ave
-134.4893486,58.3656286,,Lemon Creek Rd
-134.4916091,58.36231,5905,Churchill Way
-134.5850071,58.3865981,9210,Long Run Dr
-134.5847442,58.3865978,9208,Long Run Dr
-134.5682941,58.3973334,4214,Taku Blvd
-134.5684742,58.3978652,4304,Taku Ct
-134.568199,58.3979059,4302,Taku Ct
-134.5687283,58.3978168,4306,Taku Blvd
-134.5666451,58.3981421,8497,Mendenhall Loop Rd
-134.5679926,58.397115,4212,Taku Blvd
-134.5669686,58.3970509,4318,Conifer Ln
-134.5679249,58.3969237,4208,Taku Blvd
-134.5670452,58.3966049,4316,Conifer Ln
-134.5690311,58.3970343,4213,Taku Blvd
-134.5689062,58.3968565,4209,Taku Blvd
-134.5691642,58.396555,8112,Poplar Ave
-134.5696825,58.3967378,8116,Snipe Ct
-134.5691483,58.3972182,4217,Taku Blvd
-134.5693315,58.3973563,4305,Taku Blvd
-134.5701186,58.3971682,8122,Snipe Ct
-134.5696381,58.3970014,8120,Snipe Ct
-134.5669319,58.3974578,4322,Cone Pl
-134.567723,58.3975081,4222,Taku Ct
-134.5728138,58.3978902,4344,Taku Blvd
-134.5735491,58.3978909,4352,Taku Blvd
-134.5717788,58.3978886,4334,Taku Blvd
-134.5721402,58.397889,4338,Taku Blvd
-134.5711241,58.3978884,4328,Taku Blvd
-134.5705924,58.3978874,4322,Taku Blvd
-134.5708939,58.3978871,4326,Taku Blvd
-134.5706908,58.3982394,8529,Mendenhall Loop Rd
-134.5702622,58.3982299,8525,Mendenhall Loop Rd
-134.5725088,58.39789,4342,Taku Blvd
-134.5714184,58.3978887,4330,Taku Blvd
-134.5715803,58.3982126,8703,North Loop Way
-134.5715301,58.3983951,8701,North Loop Way
-134.5711106,58.3982505,8531,Mendenhall Loop Rd
-134.5718275,58.3981415,8705,North Loop Way
-134.5722018,58.3981431,8707,North Loop Way
-134.5730547,58.3978904,4346,Taku Blvd
-134.5733034,58.3978901,4350,Taku Blvd
-134.5735024,58.3981703,8715,North Loop Way
-134.5731666,58.39817,8713,North Loop Way
-134.5728483,58.3981642,8711,North Loop Way
-134.5725291,58.3981608,8709,North Loop Way
-134.5689924,58.3978014,4308,Taku Blvd
-134.569252,58.3978585,4310,Taku Blvd
-134.5702232,58.3978881,4318,Taku Blvd
-134.5694312,58.3982068,8517,Mendenhall Loop Rd
-134.5698378,58.3982182,8521,Mendenhall Loop Rd
-134.5695019,58.3978858,4312,Taku Blvd
-134.5698385,58.3978862,4314,Taku Blvd
-134.5690165,58.3981973,8513,Mendenhall Loop Rd
-134.5686057,58.3981882,8509,Mendenhall Loop Rd
-134.5676256,58.398166,8501,Mendenhall Loop Rd
-134.5681389,58.3981781,8505,Mendenhall Loop Rd
-134.5706047,58.3974443,4319,Taku Blvd
-134.5702627,58.3974471,4315,Taku Blvd
-134.5695617,58.397444,4307,Taku Blvd
-134.5698948,58.3974538,4311,Taku Blvd
-134.5668033,58.3978367,4326,Cone Pl
-134.5678377,58.3978822,4228,Taku Ct
-134.5677308,58.3976918,4224,Taku Ct
-134.5678079,58.3973522,4220,Taku Ct
-134.387232,58.2710409,,
-134.3878686,58.2709523,,
-134.3876936,58.2708921,,
-134.3874964,58.2708255,,
-134.3860755,58.2706645,217,5th St
-134.38694,58.2706374,,
-134.387223,58.2707334,,
-134.3866368,58.2705342,,
-134.38629,58.2704156,,
-134.3859533,58.2702989,,
-134.3877414,58.2716284,410,5th St
-134.3868527,58.2709143,307,5th St
-134.3863662,58.2707529,223,5th St
-134.3879221,58.2712728,401,5th St
-134.3875611,58.2711508,319,5th St
-134.3868654,58.2713329,314,5th St
-134.3867469,58.2712923,304,5th St
-134.3865858,58.2712373,304,5th St
-134.3863781,58.2711667,304,5th St
-134.3870796,58.2717271,405,St Ann's Ave
-134.38742,58.2715186,400,5th St
-134.3870391,58.2713885,314,5th St
-134.3867561,58.2716151,313,St Ann's Ave
-134.568735,58.3966346,8108,Poplar Ave
-134.5677661,58.3964853,4200,Taku Blvd
-134.5679293,58.3967064,4204,Taku Blvd
-134.5675923,58.3962761,4196,Taku Blvd
-134.5997803,58.3714334,3017,Clinton Dr
-134.5998612,58.3713313,3017,Clinton Dr
-134.4544874,58.3092033,4700,N Douglas Hwy
-134.4582107,58.311549,4900,N Douglas Hwy
-134.457161,58.3106661,,
-134.4580571,58.3078333,,
-134.4607673,58.3052685,,
-134.4597585,58.3104849,4771,N Douglas Hwy
-134.4572753,58.3093496,4755,N Douglas Hwy
-134.4561819,58.3088872,,
-134.4556613,58.3098372,4750,N Douglas Hwy
-134.4590253,58.3122385,4910,N Douglas Hwy
-134.459728,58.3131225,5010,N Douglas Hwy
-134.4583801,58.3134467,,
-134.4569551,58.3141829,,N Douglas Hwy
-134.456044,58.3100608,4770,N Douglas Hwy
-134.4565203,58.310285,,
-134.5800008,58.3609404,,
-134.5677603,58.3804895,8526,Rainbow Row
-134.6024102,58.4069836,2000,Glacier Bear Blvd
-134.6016596,58.4070323,9876,Lone Wolf Dr
-134.6013018,58.4070318,9870,Lone Wolf Dr
-134.6009505,58.4070314,9864,Lone Wolf Dr
-134.6005935,58.4070317,9858,Lone Wolf Dr
-134.5998616,58.4070313,9846,Lone Wolf Dr
-134.5994765,58.406984,1001,Timberwolf Ln
-134.5987684,58.4070325,9812,Lone Wolf Dr
-134.5984107,58.4070305,9806,Lone Wolf Dr
-134.5979766,58.4070282,9800,Lone Wolf Dr
-134.5974345,58.4065998,9801,Lone Wolf Dr
-134.5978508,58.4065806,9807,Lone Wolf Dr
-134.5981784,58.4065906,9813,Lone Wolf Dr
-134.5984891,58.4065926,9819,Lone Wolf Dr
-134.5988146,58.4065903,9825,Lone Wolf Dr
-134.5991546,58.4065914,9831,Lone Wolf Dr
-134.5994923,58.4065905,9837,Lone Wolf Dr
-134.5998305,58.4065906,9843,Lone Wolf Dr
-134.6001697,58.4065904,9849,Lone Wolf Dr
-134.6005088,58.4065911,9855,Lone Wolf Dr
-134.6008468,58.4065913,9861,Lone Wolf Dr
-134.6011849,58.4065914,9867,Lone Wolf Dr
-134.6015238,58.4065914,9873,Lone Wolf Dr
-134.6018624,58.4065907,9879,Lone Wolf Dr
-134.6022017,58.4065907,9885,Lone Wolf Dr
-134.6025679,58.406585,9891,Lone Wolf Dr
-134.5994715,58.4071056,1007,Timberwolf Ln
-134.5984391,58.4072396,1008,Timberwolf Ln
-134.6002267,58.4072778,1043,Timberwolf Ln
-134.6003033,58.4076907,1044,Timberwolf Ln
-134.5999398,58.4076896,1038,Timberwolf Ln
-134.5995763,58.4076895,1032,Timberwolf Ln
-134.5991873,58.4076998,1026,Timberwolf Ln
-134.5994745,58.4072756,1011,Timberwolf Ln
-134.5998612,58.4072779,1037,Timberwolf Ln
-134.6005919,58.4072773,1049,Timberwolf Ln
-134.6007096,58.4057294,9990,Mendenhall Loop Rd
-134.5999879,58.4061537,5301,Blueberry Ln
-134.5992332,58.406245,5300,Blueberry Ln
-134.5974275,58.4058634,5100,Montana Creek Rd
-134.6006707,58.4076872,1050,Timberwolf Ln
-134.6024126,58.4071051,2006,Glacier Bear Blvd
-134.6031669,58.406999,2001,Glacier Bear Blvd
-134.6010369,58.4076868,1056,Timberwolf Ln
-134.6025606,58.4076919,,Timberwolf Ln
-134.6021346,58.4076864,,Timberwolf Ln
-134.6017685,58.4076868,,Timberwolf Ln
-134.6014022,58.4076867,,Timberwolf Ln
-134.6009494,58.4072772,1055,Timberwolf Ln
-134.6013002,58.4072777,1061,Timberwolf Ln
-134.6016602,58.407278,,Timberwolf Ln
-134.6020259,58.4072768,,Timberwolf Ln
-134.602421,58.4072762,,Timberwolf Ln
-134.6033582,58.4075391,,Glacier Bear Blvd
-134.6032802,58.4073733,,Glacier Bear Blvd
-134.603218,58.4072072,,Glacier Bear Blvd
-134.5987887,58.4076368,1020,Timberwolf Ln
-134.5985304,58.4074364,1014,Timberwolf Ln
-134.6031206,58.4051709,,
-134.6002285,58.4070315,9852,Lone Wolf Dr
-134.6020252,58.4070317,9882,Lone Wolf Dr
-134.5346085,58.3557687,,Branta
-134.5341309,58.3569304,1700,Branta Rd
-134.5342947,58.3554322,7083,Hendrickson Rd
-134.5332889,58.355287,7081,Hendrickson Rd
-134.6018041,58.4087555,5401,Montana Creek Rd
-134.5721143,58.3787402,8617,Marilyn Ave
-134.5565569,58.3979117,8175,Erin St
-134.6034371,58.4077187,,Glacier Bear Blvd
-134.5924709,58.3669047,9431,Third St
-134.5924795,58.367255,9435,Glacier Hwy
-134.5694251,58.3395458,9700,N Douglas Hwy
-134.5521994,58.3624104,,
-134.5890609,58.3999268,4546,River Rd
-134.5901453,58.4003458,4541,Sawa Cir
-134.5890604,58.4003827,9603,Kelly Ct
-134.5893183,58.4009811,9604,Kelly Ct
-134.5914371,58.4009135,4626,Sawa Cir
-134.5921484,58.4009423,9624,Kelly Ct
-134.5901345,58.4009217,4627,Sawa Cir
-134.590247,58.401695,4631,Sawa Cir
-134.5890879,58.4015109,4634,River Rd
-134.5890292,58.4013038,4630,River Rd
-134.5887686,58.4009858,9602,Kelly Ct
-134.5901265,58.4012247,4629,Sawa Cir
-134.5890509,58.4021067,4638,River Rd
-134.5914649,58.4012219,4630,Sawa Cir
-134.5911066,58.4017954,4635,Sawa Cir
-134.591629,58.4018101,4637,Sawa Cir
-134.5927033,58.4041649,9685,Mendenhall Loop Rd
-134.5931974,58.3995992,4873,Steelhead St
-134.5932062,58.3998044,4879,Steelhead St
-134.593209,58.4000102,4885,Steelhead St
-134.5932122,58.4001126,4887,Steelhead St
-134.5932076,58.3999072,4881,Steelhead St
-134.5932028,58.3997011,4875,Steelhead St
-134.5932055,58.399496,4869,Steelhead St
-134.5932598,58.3993367,4867,Steelhead St
-134.5932101,58.4005364,4899,Steelhead St
-134.5932152,58.4004194,4897,Steelhead St
-134.5932142,58.4003168,4893,Steelhead St
-134.5953432,58.4012841,4934,Steelhead St
-134.5945836,58.4008419,4920,Steelhead St
-134.5951189,58.401131,4930,Steelhead St
-134.5948603,58.4009809,4926,Steelhead St
-134.5943209,58.4007067,4910,Steelhead St
-134.5939834,58.4003307,4896,Steelhead St
-134.5939803,58.4001394,4886,Steelhead St
-134.5939771,58.3999474,4880,Steelhead St
-134.5940266,58.400545,4900,Steelhead St
-134.5934285,58.4008649,4907,Steelhead St
-134.5945864,58.4014424,4935,Steelhead St
-134.5941541,58.4015826,4931,Steelhead St
-134.5936324,58.4015602,4925,Steelhead St
-134.593353,58.4010536,4913,Steelhead St
-134.5926883,58.4009563,9626,Kelly Ct
-134.5933555,58.401307,4919,Steelhead St
-134.5924865,58.4012584,4638,Sawa Cir
-134.5924694,58.4017606,4639,Sawa Cir
-134.5912172,58.4023638,4650,River Rd
-134.5907516,58.402947,,
-134.590699,58.4037921,9630,Mendenhall Loop Rd
-134.5945839,58.4019395,4943,Steelhead St
-134.5947187,58.4003605,,
-134.5939736,58.3997561,4876,Steelhead St
-134.5927583,58.404585,9685,Mendenhall Loop Rd
-134.597769,58.4011137,4935,Hummingbird Ln
-134.5976329,58.4007715,4933,Hummingbird Ln
-134.5978273,58.4004345,4929,Hummingbird Ln
-134.5991159,58.4005928,4928,Hummingbird Ln
-134.5982074,58.4014334,4941,Hummingbird Ln
-134.5997772,58.4016416,4940,Hummingbird Ln
-134.5997613,58.4013802,4942,Hummingbird Ln
-134.6000456,58.4007085,10122,Silver St
-134.5999048,58.4010574,10118,Silver St
-134.5989399,58.4009408,4936,Hummingbird Ln
-134.5991859,58.4012183,4938,Hummingbird Ln
-134.597695,58.4021726,4950,Steelhead St
-134.5968463,58.4015939,4946,Steelhead St
-134.5975925,58.4026608,10100,Silver St
-134.5988778,58.4023486,10104,Silver St
-134.5982987,58.4025205,10102,Silver St
-134.5957367,58.4016513,4942,Steelhead St
-134.6004836,58.40349,10020,Gene St
-134.6012158,58.4034297,10050,Mendenhall Loop Rd
-134.600783,58.4037127,5020,Powers St
-134.6000553,58.4030527,10035,Gene St
-134.599852,58.4038308,5021,Powers St
-134.5993991,58.4039644,9995,Mendenhall Loop Rd
-134.6004359,58.4028813,10055,Gene St
-134.6031871,58.402375,10219,Heron Way
-134.6026969,58.4022607,10221,Heron Way
-134.6015215,58.4024027,10224,Heron Way
-134.6010749,58.402812,10075,Gene St
-134.6006693,58.4022122,10111,Silver St
-134.6041119,58.4011862,4956,Wren Dr
-134.6062688,58.4013871,,
-134.6059228,58.4018255,4994,Wren Dr
-134.6053485,58.4016368,4980,Wren Dr
-134.6046345,58.4013754,4962,Wren Dr
-134.6008089,58.4017169,10115,Silver St
-134.6004525,58.4023809,10109,Silver St
-134.5999898,58.4025897,10105,Silver St
-134.5997846,58.3993838,4920,Wren Dr
-134.598934,58.3993797,4916,Wren Dr
-134.5980088,58.4001465,4925,Hummingbird Ln
-134.5980938,58.3998595,4915,Wren Dr
-134.5966306,58.4001022,4900,Wren Dr
-134.5980846,58.3993738,4910,Wren Dr
-134.5992728,58.4002494,4924,Hummingbird Ln
-134.6004738,58.4000838,10130,Silver St
-134.6034849,58.4005738,4944,Wren Dr
-134.6036947,58.4009022,4948,Wren Dr
-134.6031973,58.4002687,4938,Wren Dr
-134.6014983,58.4002351,4931,Wren Dr
-134.6013465,58.4006113,10125,Silver St
-134.600187,58.4003667,10126,Silver St
-134.602075,58.4005267,4935,Wren Dr
-134.6023668,58.4008008,4939,Wren Dr
-134.5829077,58.3899696,3833,Melrose St
-134.5828914,58.3886473,3809,Melrose St
-134.5830027,58.3882789,3737,Julep St
-134.5825338,58.3884854,3805,Melrose St
-134.5825802,58.3882342,3739,Julep St
-134.5821418,58.3882605,3801,Melrose St
-134.5808296,58.3889838,3779,Julep St
-134.5809154,58.3883467,3771,Julep St
-134.5813505,58.3882566,3800,Melrose St
-134.5817294,58.3887205,3808,Melrose St
-134.5814041,58.38854,3804,Melrose St
-134.5808761,58.3886435,3775,Julep St
-134.5813844,58.3889075,3805,Autumn Ct
-134.5820823,58.3889494,3812,Melrose St
-134.5816082,58.3891573,3809,Autumn Ct
-134.5821152,58.3892332,3816,Melrose St
-134.5820815,58.3897268,3828,Melrose St
-134.5821142,58.3894729,3820,Melrose St
-134.5816109,58.3894511,3813,Autumn Ct
-134.5817492,58.3899007,3844,Melrose St
-134.5813155,58.389654,3817,Autumn Ct
-134.5812739,58.3899188,3848,Melrose St
-134.580839,58.3899157,3852,Melrose St
-134.5821758,58.3877926,3744,Julep St
-134.5813416,58.3877946,3752,Julep St
-134.5800687,58.388343,3772,Julep St
-134.5800455,58.3887816,3780,Julep St
-134.580048,58.3885641,3776,Julep St
-134.5795298,58.3886876,3729,Portage Blvd
-134.5794181,58.3909725,4395,Portage Blvd
-134.5829594,58.3902546,3837,Melrose St
-134.5829804,58.3906207,9034,Division St
-134.582566,58.3903654,3841,Melrose St
-134.5820998,58.3903308,3845,Melrose St
-134.5816847,58.390349,3849,Melrose St
-134.5812584,58.3903509,3853,Melrose St
-134.5807727,58.3906254,9014,Division St
-134.5812361,58.3906217,9018,Division St
-134.5825447,58.3906223,9030,Division St
-134.5821093,58.390622,9026,Division St
-134.5816736,58.390622,9022,Division St
-134.5829433,58.389537,3825,Melrose St
-134.5829443,58.3891028,3817,Melrose St
-134.5829336,58.3897574,3829,Melrose St
-134.5829443,58.3893195,3821,Melrose St
-134.5829253,58.388883,3813,Melrose St
-134.5798786,58.3909503,4386,Julep St
-134.5800396,58.38917,3936,Julep St
-134.5799978,58.3905856,3960,Julep St
-134.5795161,58.3905641,3961,Portage Blvd
-134.5795069,58.3907481,3965,Portage Blvd
-134.5800433,58.3902554,3956,Julep St
-134.5795206,58.3903642,3957,Portage Blvd
-134.5795237,58.3901663,3955,Portage Blvd
-134.5800432,58.3898227,3948,Julep St
-134.5800436,58.3900382,3952,Julep St
-134.5822804,58.3874813,9026,Gee St
-134.5817601,58.3877933,3748,Julep St
-134.5815205,58.3874715,9018,Gee St
-134.5818997,58.3874763,9022,Gee St
-134.5809394,58.3878129,3756,Julep St
-134.5811412,58.3874644,9014,Gee St
-134.5807559,58.3874563,9010,Gee St
-134.5805305,58.3877831,3760,Julep St
-134.5803639,58.3874521,9006,Gee St
-134.5800723,58.3878498,3764,Julep St
-134.5799798,58.3874513,9002,Gee St
-134.5795322,58.387449,3715,Portage Blvd
-134.5825892,58.3877922,3740,Julep St
-134.5829992,58.3877893,3736,Julep St
-134.5826601,58.3874882,9030,Gee St
-134.5830418,58.3874944,9034,Gee St
-134.5800437,58.3896055,3944,Julep St
-134.579518,58.3895336,3807,Portage Blvd
-134.5800445,58.3893867,3940,Julep St
-134.5795179,58.389395,3805,Portage Blvd
-134.5795194,58.3891945,3803,Portage Blvd
-134.5795192,58.3897383,3943,Portage Blvd
-134.5795198,58.389975,3953,Portage Blvd
-134.5808312,58.3896364,3821,Autumn Ct
-134.5808322,58.3903549,3857,Melrose St
-134.5795306,58.3881756,3727,Portage Blvd
-134.5795319,58.3878659,3721,Portage Blvd
-134.580067,58.3881313,3768,Julep St
-134.5994766,58.3998999,4920,Hummingbird Ln
-134.6002528,58.399892,4925,Wren Dr
-134.5995218,58.403138,10015,Gene St
-134.5991621,58.402819,10103,Silver St
-134.5983625,58.4030529,4989,Steelhead St
-134.5987762,58.4033158,4998,Steelhead St
-134.5991302,58.4035712,5004,Steelhead St
-134.5971395,58.4034697,4999,Steelhead St
-134.5983308,58.4042894,5007,Steelhead St
-134.5977535,58.4038648,5003,Steelhead St
-134.5936266,58.4024487,,
-134.5948253,58.4031483,9992,Silver St
-134.5951715,58.4022822,4947,Steelhead St
-134.595751,58.4026327,4951,Steelhead St
-134.596248,58.4037219,9999,Silver St
-134.5956547,58.403901,9991,Silver St
-134.595004,58.4042786,9741,Mendenhall Loop Rd
-134.6020455,58.4031931,10080,Mendenhall Loop Rd
-134.602572,58.4027791,10216,Heron Way
-134.6018457,58.4026691,10220,Heron Way
-134.60301,58.4030061,10214,Heron Way
-134.6033951,58.4029208,10212,Heron Way
-134.6040396,58.4027377,10208,Heron Way
-134.6037174,58.4028398,10210,Heron Way
-134.604856,58.402301,10202,Heron Way
-134.6050281,58.4021541,10200,Heron Way
-134.5932118,58.4002147,4891,Steelhead St
-134.5914431,58.4004471,9621,Kelly Ct
-134.5921592,58.4004398,9627,Kelly Ct
-134.5924181,58.3997494,4532,Sawa Cir
-134.5914526,58.4001307,4536,Sawa Cir
